Time (µs), carbonic anhydrase A1 12:02:17 , carbonic anhydrase A2 12:05:51 , carbonic anhydrase A3 12:09:27 , carbonic anhydrase A4 12:13:00 , carbonic anhydrase A5 12:16:37 , carbonic anhydrase A1 12:20:14 , carbonic anhydrase A2 12:23:51 , carbonic anhydrase A3 12:27:25 , carbonic anhydrase A4 12:30:59 , carbonic anhydrase A5 12:34:33 , carbonic anhydrase A1 12:38:11 , carbonic anhydrase A2 12:41:47 , carbonic anhydrase A3 12:45:33 , carbonic anhydrase A4 12:49:12 , carbonic anhydrase A5 12:52:45 , carbonic anhydrase A1 12:56:24 , carbonic anhydrase A2 12:59:57 , carbonic anhydrase A3 13:03:36 , carbonic anhydrase A4 13:07:13 , carbonic anhydrase A5 13:10:48 , carbonic anhydrase A1 13:14:26 , carbonic anhydrase A2 13:18:21 , carbonic anhydrase A3 13:22:03 , carbonic anhydrase A4 13:25:48 , carbonic anhydrase A5 13:29:27 ,
176947,1.00087,1.00161,1.00192,1.00073,1.00218,1.00219,1.00252,1.00176,1.00111,1.00109,1.00149,1.00281,1.00044,1.0009,1.00251,1.00183,1.00245,1.00127,1.00123,1.00189,1.00085,1.00281,1.00192,1.00216,1.00181,
183501,1.00087,1.00161,1.00193,1.00074,1.00219,1.0022,1.00253,1.00177,1.00112,1.00109,1.0015,1.0028,1.00045,1.00088,1.00254,1.00185,1.00248,1.00127,1.00125,1.0021,1.00085,1.00285,1.00194,1.00216,1.00188,
190054,1.00087,1.00156,1.00189,1.00068,1.00214,1.00218,1.00254,1.00173,1.00109,1.00107,1.00147,1.00277,1.00041,1.00083,1.0025,1.00184,1.00251,1.00127,1.00121,1.00208,1.00085,1.00281,1.00194,1.00211,1.00183,
196608,1.00087,1.00153,1.00191,1.00073,1.00216,1.00218,1.00251,1.00179,1.0011,1.00108,1.00147,1.00278,1.00045,1.00084,1.00254,1.00183,1.00254,1.00127,1.00124,1.00209,1.00084,1.00277,1.00195,1.00214,1.00183,
203162,1.00086,1.00152,1.00191,1.00073,1.00216,1.00218,1.0025,1.00178,1.00109,1.00108,1.00148,1.0028,1.00045,1.00083,1.00255,1.00184,1.00254,1.00127,1.00123,1.00211,1.00084,1.00276,1.00192,1.00214,1.0018,
209715,1.00085,1.00153,1.00188,1.00069,1.00215,1.00216,1.00252,1.0017,1.00107,1.00108,1.00147,1.00279,1.00041,1.00081,1.00256,1.00182,1.00247,1.00126,1.0012,1.00203,1.00083,1.00274,1.00191,1.0021,1.00173,
222822,1.00085,1.0016,1.0019,1.00071,1.00215,1.00215,1.00251,1.00173,1.00107,1.00108,1.00145,1.0028,1.00043,1.00085,1.00255,1.0018,1.00244,1.00126,1.00122,1.0021,1.00083,1.00267,1.00189,1.00212,1.0017,
235930,1.00085,1.00164,1.0019,1.00071,1.00214,1.00212,1.00249,1.00174,1.00108,1.00107,1.00144,1.00275,1.00044,1.00087,1.00252,1.00177,1.0025,1.00125,1.00121,1.00219,1.00081,1.00262,1.00189,1.00211,1.00169,
249037,1.00083,1.00162,1.00189,1.0007,1.00213,1.00212,1.00247,1.00169,1.00106,1.00106,1.0014,1.00278,1.00043,1.00086,1.00249,1.00176,1.00253,1.00124,1.00119,1.00216,1.00081,1.00255,1.00188,1.00208,1.00166,
262144,1.00083,1.00164,1.00188,1.00069,1.0021,1.0021,1.00248,1.00168,1.00103,1.00105,1.0014,1.00276,1.00042,1.00085,1.00251,1.00177,1.0025,1.00123,1.00118,1.00203,1.0008,1.00254,1.00182,1.00206,1.00164,
275251,1.00083,1.0016,1.00187,1.00068,1.00209,1.00208,1.00246,1.00169,1.00105,1.00105,1.0014,1.00271,1.00042,1.00085,1.00251,1.00177,1.00247,1.00122,1.00118,1.00209,1.00079,1.00255,1.00181,1.00204,1.0016,
288358,1.00082,1.00164,1.00187,1.00067,1.00207,1.00207,1.00249,1.00165,1.00104,1.00105,1.00138,1.00264,1.00042,1.00082,1.0025,1.00171,1.00246,1.00123,1.00117,1.00203,1.00078,1.00254,1.00181,1.00203,1.00161,
301466,1.00082,1.0016,1.00186,1.00066,1.00206,1.00205,1.00245,1.00165,1.00103,1.00102,1.00137,1.0026,1.00041,1.00079,1.0025,1.00173,1.00244,1.0012,1.00115,1.00187,1.00077,1.00254,1.00181,1.00202,1.00162,
314573,1.00081,1.00159,1.00185,1.00065,1.00205,1.00203,1.00249,1.00161,1.001,1.00101,1.00133,1.00259,1.0004,1.00079,1.00249,1.00177,1.00234,1.0012,1.00114,1.00172,1.00076,1.00254,1.00176,1.00201,1.00166,
327680,1.0008,1.00157,1.00184,1.00065,1.00204,1.00201,1.00247,1.0016,1.001,1.00102,1.00131,1.00263,1.00041,1.00078,1.00242,1.00178,1.0023,1.0012,1.00113,1.00166,1.00075,1.00253,1.00179,1.00201,1.00168,
340787,1.0008,1.00156,1.00183,1.00065,1.00201,1.00199,1.00239,1.00161,1.00099,1.001,1.00133,1.00265,1.0004,1.00077,1.00239,1.00176,1.00235,1.00119,1.00112,1.00163,1.00074,1.00252,1.00177,1.00197,1.00167,
353894,1.00079,1.00159,1.00182,1.00063,1.002,1.00196,1.00235,1.00162,1.00098,1.001,1.00132,1.00268,1.0004,1.00074,1.00237,1.00177,1.00232,1.00117,1.00111,1.00157,1.00073,1.00254,1.00174,1.00195,1.00167,
367002,1.00078,1.00157,1.00182,1.00063,1.00199,1.00194,1.00241,1.00159,1.00098,1.00099,1.00129,1.00265,1.0004,1.00073,1.00236,1.00175,1.00224,1.00117,1.00109,1.00161,1.00073,1.00252,1.00174,1.00193,1.00166,
380109,1.00076,1.00153,1.00181,1.00064,1.00197,1.00192,1.00243,1.00161,1.00098,1.00098,1.00126,1.0026,1.0004,1.00074,1.00236,1.00173,1.00222,1.00116,1.00109,1.00164,1.00072,1.00247,1.00177,1.00191,1.00169,
393216,1.00076,1.00152,1.0018,1.00061,1.00196,1.00191,1.00237,1.00154,1.00097,1.00097,1.00123,1.00255,1.00039,1.00075,1.00235,1.00177,1.00219,1.00115,1.00107,1.00165,1.00071,1.00243,1.00178,1.00188,1.00159,
406323,1.00076,1.00156,1.00179,1.00061,1.00193,1.00188,1.0024,1.00155,1.00096,1.00097,1.00123,1.00249,1.00039,1.00077,1.00231,1.00172,1.00214,1.00114,1.00106,1.0016,1.00069,1.00237,1.00173,1.00186,1.00154,
419430,1.00075,1.00152,1.00178,1.00063,1.00192,1.00187,1.00238,1.00151,1.00097,1.00096,1.00122,1.00251,1.00039,1.00077,1.00234,1.00165,1.0021,1.00114,1.00105,1.00165,1.00068,1.00233,1.00171,1.00187,1.0015,
445645,1.00073,1.00144,1.00176,1.00062,1.00188,1.00182,1.00232,1.00151,1.00094,1.00094,1.00118,1.00244,1.00038,1.00073,1.00225,1.0016,1.00202,1.00112,1.00102,1.00168,1.00066,1.00225,1.00168,1.00183,1.00145,
471859,1.00071,1.00145,1.00174,1.00061,1.00184,1.00176,1.00232,1.00146,1.0009,1.00092,1.00115,1.00243,1.00038,1.0007,1.00223,1.0016,1.002,1.0011,1.00099,1.00175,1.00064,1.00218,1.00167,1.00178,1.00141,
498074,1.0007,1.00136,1.00171,1.00057,1.00181,1.00172,1.00229,1.00141,1.00087,1.0009,1.0011,1.00237,1.00037,1.00065,1.00216,1.00153,1.00192,1.00108,1.00097,1.00169,1.00061,1.00215,1.0016,1.00173,1.00144,
524288,1.00068,1.00134,1.00169,1.00057,1.00176,1.00166,1.00223,1.00142,1.00086,1.00087,1.00107,1.00235,1.00036,1.00066,1.00214,1.00141,1.00186,1.00107,1.00093,1.00158,1.00059,1.00215,1.00161,1.00169,1.00142,
550502,1.00066,1.00132,1.00166,1.00055,1.00173,1.0016,1.00219,1.00135,1.00083,1.00085,1.00103,1.0023,1.00035,1.00064,1.00212,1.00137,1.00182,1.00105,1.0009,1.00144,1.00057,1.00213,1.0016,1.00166,1.00138,
576717,1.00063,1.00137,1.00163,1.00053,1.00169,1.00155,1.00216,1.00133,1.0008,1.00082,1.001,1.00232,1.00034,1.00063,1.00208,1.00135,1.0018,1.00103,1.00087,1.00133,1.00054,1.00213,1.00154,1.00161,1.00131,
602931,1.00062,1.00137,1.00161,1.00051,1.00165,1.00149,1.00205,1.00129,1.00077,1.00081,1.00095,1.00227,1.00033,1.00057,1.00206,1.00132,1.00179,1.00101,1.00084,1.00124,1.00051,1.00208,1.00149,1.00156,1.00122,
629146,1.0006,1.00131,1.00159,1.00051,1.00161,1.00143,1.0021,1.00126,1.00075,1.00078,1.00091,1.00224,1.00032,1.00055,1.00199,1.00126,1.00172,1.00099,1.00081,1.00121,1.00049,1.00202,1.00147,1.00153,1.00121,
655360,1.00057,1.00134,1.00156,1.00051,1.00158,1.00138,1.002,1.00119,1.00073,1.00076,1.00087,1.00214,1.00031,1.00051,1.00192,1.0012,1.00171,1.00097,1.00079,1.00126,1.00047,1.00198,1.00141,1.00148,1.00117,
681574,1.00055,1.00126,1.00153,1.00048,1.00154,1.00132,1.00197,1.00118,1.00071,1.00073,1.00083,1.00208,1.00031,1.00051,1.00189,1.00117,1.00159,1.00096,1.00075,1.00124,1.00044,1.00194,1.00131,1.00143,1.00118,
707789,1.00053,1.00121,1.0015,1.00046,1.0015,1.00126,1.00194,1.00115,1.00067,1.00072,1.00078,1.00204,1.00029,1.00047,1.00184,1.00112,1.00156,1.00093,1.00072,1.00119,1.00042,1.0019,1.0013,1.00139,1.00118,
734003,1.00051,1.00115,1.00147,1.00044,1.00145,1.0012,1.00189,1.00111,1.00065,1.00067,1.00074,1.00199,1.00028,1.00042,1.00178,1.00108,1.00147,1.00091,1.00068,1.00122,1.0004,1.00184,1.0013,1.00135,1.00113,
760218,1.00048,1.00116,1.00144,1.00044,1.00141,1.00114,1.00183,1.00107,1.00062,1.00065,1.00069,1.00193,1.00028,1.00039,1.00174,1.00104,1.00144,1.00089,1.00065,1.00123,1.00037,1.00173,1.00125,1.00131,1.0011,
786432,1.00047,1.00104,1.00141,1.0004,1.00137,1.00107,1.00185,1.00104,1.0006,1.00063,1.00066,1.00193,1.00026,1.00037,1.0017,1.00103,1.00138,1.00087,1.00062,1.00112,1.00035,1.00168,1.00122,1.00126,1.00102,
812646,1.00044,1.00098,1.00137,1.00038,1.00132,1.00102,1.00174,1.00099,1.00057,1.00059,1.00063,1.00187,1.00025,1.00037,1.00165,1.00102,1.00138,1.00085,1.00059,1.00105,1.00033,1.00164,1.00121,1.00121,1.00101,
838861,1.00042,1.00099,1.00134,1.00037,1.00128,1.00096,1.00171,1.00093,1.00056,1.00058,1.00056,1.00178,1.00024,1.00035,1.00161,1.00093,1.00133,1.00083,1.00055,1.00099,1.00031,1.00159,1.00115,1.00117,1.00097,
891290,1.00038,1.00095,1.00128,1.00034,1.0012,1.00083,1.00159,1.00085,1.00052,1.00052,1.00049,1.00168,1.00022,1.00032,1.00152,1.00082,1.00117,1.00079,1.00049,1.00085,1.00026,1.00147,1.00107,1.00109,1.00095,
943718,1.00033,1.00091,1.00121,1.00031,1.00112,1.00071,1.00148,1.00078,1.00046,1.00047,1.0004,1.00159,1.0002,1.00028,1.0014,1.00073,1.00106,1.00076,1.00043,1.00073,1.00022,1.00133,1.001,1.00102,1.00085,
996147,1.00029,1.00087,1.00114,1.00027,1.00104,1.00059,1.00138,1.0007,1.00039,1.00041,1.00032,1.00151,1.00018,1.00024,1.00129,1.00066,1.00098,1.00071,1.00036,1.00071,1.00017,1.00124,1.00092,1.00093,1.00075,
1.04858e+06,1.00025,1.00087,1.00107,1.00022,1.00096,1.00048,1.00132,1.00061,1.00036,1.00036,1.00024,1.00144,1.00016,1.00019,1.0012,1.00058,1.0009,1.00067,1.0003,1.00072,1.00014,1.00117,1.00085,1.00086,1.0007,
1.101e+06,1.00021,1.0007,1.001,1.00019,1.00089,1.00037,1.00125,1.00052,1.00032,1.00031,1.00017,1.00131,1.00014,1.00018,1.00113,1.00049,1.00081,1.00064,1.00025,1.00057,1.00011,1.00103,1.0008,1.00079,1.00064,
1.15343e+06,1.00017,1.00072,1.00094,1.00017,1.00081,1.00027,1.00121,1.00044,1.00028,1.00026,1.00009,1.00123,1.00012,1.00013,1.00104,1.00044,1.00071,1.0006,1.00019,1.00047,1.00007,1.00093,1.00073,1.00071,1.0006,
1.20586e+06,1.00013,1.00062,1.00087,1.00014,1.00073,1.00017,1.00108,1.00037,1.00023,1.00021,1.00003,1.00109,1.0001,1.00009,1.00097,1.00038,1.00065,1.00056,1.00014,1.00041,1.00004,1.00088,1.00068,1.00064,1.00053,
1.25829e+06,1.00009,1.00053,1.00079,1.0001,1.00067,1.00007,1.00103,1.00029,1.00019,1.00016,0.999976,1.001,1.00008,1.00006,1.00089,1.00027,1.00057,1.00052,1.00009,1.00046,1.00001,1.00076,1.00061,1.00058,1.00048,
1.31072e+06,1.00006,1.00049,1.00072,1.00007,1.00059,0.999986,1.00096,1.00022,1.00016,1.00012,0.99992,1.00087,1.00006,1.00003,1.00081,1.00023,1.0005,1.00049,1.00005,1.00037,0.999986,1.00064,1.00054,1.00051,1.00042,
1.36315e+06,1.00002,1.00044,1.00066,1.00005,1.00052,0.999907,1.00087,1.00016,1.00012,1.00008,0.999876,1.00079,1.00005,1.00002,1.00074,1.00017,1.00044,1.00045,1,1.00024,0.999959,1.00054,1.00051,1.00045,1.00035,
1.41558e+06,0.999984,1.00038,1.00059,1.00003,1.00046,0.999828,1.00078,1.00009,1.00008,1.00003,0.999838,1.00072,1.00004,1,1.00067,1.00012,1.00038,1.00042,0.999957,1.00015,0.999932,1.00042,1.00044,1.00039,1.00029,
1.46801e+06,0.999953,1.00031,1.00052,0.999995,1.00039,0.999757,1.0007,1.00003,1.00004,0.999991,0.999795,1.0006,1.00002,0.999981,1.00061,1.00007,1.00032,1.00038,0.99992,1.00017,0.999913,1.0003,1.00041,1.00034,1.00026,
1.52044e+06,0.999924,1.00028,1.00045,0.999966,1.00033,0.999691,1.00059,0.999975,1,0.999957,0.999747,1.00052,1,0.999969,1.00054,1.00001,1.00027,1.00036,0.999883,1.00018,0.99989,1.00025,1.00035,1.0003,1.00021,
1.57286e+06,0.999898,1.00022,1.00039,0.999953,1.00027,0.999628,1.00053,0.999928,0.999986,0.999919,0.999722,1.00043,0.999983,0.999948,1.00049,0.999951,1.00024,1.00033,0.999848,1.0001,0.999871,1.00018,1.00031,1.00025,1.00015,
1.62529e+06,0.999871,1.0002,1.00032,0.999939,1.00022,0.999572,1.00043,0.999878,0.999951,0.99989,0.999699,1.00035,0.999974,0.99992,1.00045,0.999912,1.00019,1.0003,0.999816,1.00001,0.999853,1.00009,1.00026,1.00022,1.0001,
1.67772e+06,0.999849,1.00013,1.00026,0.999918,1.00016,0.999521,1.00036,0.99984,0.999922,0.99986,0.999665,1.00025,0.999957,0.999908,1.00039,0.999884,1.00015,1.00028,0.999783,0.999981,0.999834,1.00002,1.00022,1.00017,1.00006,
1.78258e+06,0.999805,1.00004,1.00013,0.999884,1.00006,0.999441,1.00022,0.999768,0.999877,0.999807,0.999626,1.00013,0.999935,0.999893,1.0003,0.999805,1.00007,1.00023,0.999729,0.999925,0.999802,0.999888,1.00017,1.00011,0.999967,
1.88744e+06,0.99977,0.999956,1.00001,0.999873,0.999953,0.999375,1.00008,0.999708,0.999831,0.999761,0.9996,1.00001,0.999912,0.999869,1.00021,0.999728,1.00002,1.00019,0.999683,0.99985,0.999772,0.999778,1.00011,1.00005,0.999884,
1.99229e+06,0.99974,0.999871,0.999901,0.999857,0.999869,0.999322,0.99996,0.999663,0.999798,0.999729,0.999597,0.999901,0.999889,0.999856,1.00014,0.99967,0.999954,1.00015,0.999644,0.999801,0.99975,0.999665,1.00008,0.999998,0.99982,
2.09715e+06,0.999719,0.999794,0.999803,0.99986,0.999795,0.999279,0.999821,0.999633,0.999772,0.999703,0.999601,0.999809,0.999876,0.999849,1.00008,0.999619,0.999906,1.00012,0.999613,0.999752,0.999733,0.999587,1.00005,0.999955,0.999765,
2.20201e+06,0.999703,0.999758,0.999707,0.999856,0.999716,0.999249,0.999705,0.999605,0.999753,0.999688,0.999609,0.999734,0.99986,0.99984,1.00001,0.999571,0.999861,1.00009,0.999588,0.999705,0.999718,0.999522,1.00003,0.99992,0.999715,
2.30687e+06,0.999694,0.999702,0.999628,0.999863,0.99965,0.99922,0.999613,0.999589,0.999742,0.999677,0.99962,0.999686,0.999843,0.999842,0.999931,0.999521,0.999818,1.00007,0.999567,0.999693,0.999713,0.999495,1.00002,0.999888,0.999677,
2.41172e+06,0.999686,0.999649,0.999551,0.999856,0.999591,0.9992,0.999542,0.999578,0.999733,0.999667,0.99964,0.999658,0.999827,0.999838,0.999888,0.999476,0.999785,1.00005,0.999553,0.999686,0.999709,0.999467,1,0.999864,0.999644,
2.51658e+06,0.999685,0.999623,0.999488,0.999869,0.999533,0.999189,0.999496,0.999571,0.999732,0.999673,0.999669,0.999624,0.999813,0.999839,0.999832,0.999458,0.999754,1.00004,0.999543,0.999661,0.999712,0.999442,0.999996,0.999847,0.999608,
2.62144e+06,0.999686,0.99962,0.999431,0.999871,0.99947,0.999174,0.99947,0.999575,0.999739,0.999678,0.999686,0.999618,0.999803,0.99984,0.99978,0.99943,0.999722,1.00003,0.999538,0.999674,0.999718,0.999411,0.999987,0.999825,0.999586,
2.7263e+06,0.99969,0.999593,0.999392,0.999884,0.999415,0.999176,0.999468,0.999569,0.999745,0.999688,0.999708,0.9996,0.999789,0.999845,0.999734,0.999395,0.9997,1.00003,0.999537,0.999716,0.999725,0.999397,0.999986,0.999809,0.99957,
2.83116e+06,0.999695,0.999585,0.999359,0.999889,0.999367,0.999166,0.999486,0.999569,0.999757,0.9997,0.999727,0.99959,0.999783,0.999853,0.999712,0.999382,0.999672,1.00002,0.999546,0.999724,0.99974,0.999417,0.99997,0.999799,0.999552,
2.93601e+06,0.999699,0.999597,0.999335,0.999889,0.999326,0.999167,0.999483,0.999573,0.999772,0.999713,0.999736,0.999604,0.999773,0.99986,0.999643,0.999371,0.99966,1.00002,0.999555,0.999748,0.999752,0.999419,0.999954,0.999787,0.999544,
3.04087e+06,0.999703,0.9996,0.999325,0.999891,0.999289,0.999165,0.999472,0.99957,0.99978,0.999729,0.999745,0.999598,0.999773,0.999864,0.999615,0.999365,0.999647,1.00002,0.999566,0.999774,0.999762,0.999435,0.999946,0.999782,0.99954,
3.14573e+06,0.999703,0.99958,0.99932,0.999877,0.999265,0.999166,0.99951,0.999569,0.999798,0.999744,0.999725,0.9996,0.999768,0.999874,0.999585,0.999371,0.99963,1.00002,0.999578,0.999798,0.999781,0.999465,0.999948,0.999774,0.999541,
3.25059e+06,0.999712,0.999597,0.999327,0.999878,0.999247,0.999179,0.999566,0.999564,0.999814,0.999761,0.999709,0.999611,0.999771,0.999883,0.999533,0.999381,0.999608,1.00002,0.999592,0.999829,0.999796,0.999489,0.999953,0.999763,0.99955,
3.35544e+06,0.999721,0.999614,0.999346,0.99986,0.999243,0.999195,0.999592,0.999558,0.999826,0.999779,0.999685,0.999621,0.999774,0.99989,0.999512,0.999402,0.999611,1.00003,0.999606,0.999834,0.999815,0.999505,0.999943,0.999751,0.999559,
3.56516e+06,0.999726,0.999638,0.99943,0.999837,0.999306,0.999229,0.999643,0.99953,0.999836,0.999824,0.999637,0.999617,0.999787,0.999906,0.999458,0.999497,0.999589,1.00004,0.999626,0.999865,0.999857,0.999588,0.999906,0.999735,0.999588,
3.77487e+06,0.999742,0.999652,0.999502,0.999806,0.999388,0.999311,0.999674,0.999508,0.999851,0.999871,0.999557,0.99961,0.999817,0.999906,0.999436,0.999583,0.99961,1.00006,0.999645,0.999875,0.999904,0.999647,0.999857,0.99973,0.999644,
3.98459e+06,0.999762,0.99965,0.999574,0.999784,0.999497,0.999415,0.999715,0.999488,0.999861,0.999925,0.999493,0.999587,0.99985,0.999911,0.999438,0.999769,0.999654,1.00008,0.999665,0.999886,0.99995,0.99972,0.999801,0.999722,0.999716,
4.1943e+06,0.999789,0.999662,0.99965,0.999771,0.999622,0.999566,0.999742,0.999474,0.999878,0.999977,0.999475,0.999543,0.999887,0.999909,0.999487,0.999882,0.999711,1.00009,0.999711,0.999917,0.999991,0.999786,0.999752,0.99972,0.999771,
4.40402e+06,0.999827,0.999689,0.999717,0.999767,0.999743,0.999738,0.999778,0.999469,0.999904,1.00004,0.999543,0.999509,0.999923,0.999908,0.999565,1.00002,0.999764,1.00009,0.999759,0.999943,1.00002,0.99985,0.999737,0.999728,0.999808,
4.61373e+06,0.999877,0.999697,0.999782,0.999774,0.999859,0.999919,0.999815,0.99947,0.999925,1.00008,0.999673,0.999456,0.999951,0.999916,0.999667,1.00012,0.999846,1.00009,0.999811,0.999978,1.00004,0.999911,0.999738,0.999741,0.999839,
4.82345e+06,0.99992,0.999726,0.999837,0.999797,0.99997,1.00008,0.999851,0.999488,0.999944,1.00013,0.999825,0.999415,0.999986,0.999931,0.999793,1.00017,0.99992,1.00006,0.999865,1.00002,1.00004,0.999959,0.999743,0.999761,0.999859,
5.03316e+06,0.999967,0.999766,0.999886,0.999831,1.00007,1.00019,0.999891,0.999522,0.999958,1.00016,0.999976,0.999377,1.00001,0.999953,0.999921,1.00021,0.999962,1.00004,0.99989,1.00004,1.00002,1.00001,0.999754,0.999789,0.999864,
5.24288e+06,1,0.999777,0.999917,0.999869,1.00014,1.00023,0.999923,0.999581,0.999963,1.00016,1.00009,0.999346,1.00002,0.999977,1.00001,1.00021,1.00001,1.00002,0.9999,1.00006,0.999979,1.00006,0.999764,0.99981,0.999855,
5.4526e+06,1.00002,0.999794,0.999933,0.999899,1.00018,1.0002,0.999956,0.999673,0.999972,1.00014,1.00013,0.999339,1.00003,0.999994,1.00007,1.00021,1.00001,0.999998,0.999907,1.00006,0.999926,1.00011,0.999778,0.999824,0.99985,
5.66231e+06,1.00002,0.999827,0.999939,0.999925,1.00018,1.00015,0.999987,0.999792,0.999977,1.00011,1.00011,0.99933,1.00003,1.00001,1.00009,1.00019,1.00002,0.999999,0.999907,1.00006,0.999882,1.00014,0.999782,0.999829,0.999839,
5.87203e+06,1.00001,0.999852,0.999939,0.999942,1.00016,1.0001,1.00003,0.999938,0.999981,1.00007,1.00009,0.999343,1.00004,1.00001,1.00006,1.00016,1.00001,1.00001,0.999914,1.00004,0.999851,1.00015,0.999783,0.999826,0.999837,
6.08174e+06,1.00001,0.999877,0.999929,0.999963,1.00013,1.00005,1.00007,1.0001,0.999993,1.00002,1.00006,0.99938,1.00002,1.00001,1.00001,1.00011,0.999993,1.00002,0.999922,1.00002,0.999821,1.00015,0.999787,0.99983,0.999832,
6.29146e+06,1.00001,0.999925,0.999931,0.999982,1.00011,0.999992,1.00009,1.00027,1.00001,0.999984,1.00004,0.999411,1.00001,1.00001,0.999977,1.00007,0.999961,1.00005,0.999935,1,0.999799,1.00016,0.999804,0.999815,0.99984,
6.50117e+06,1.00001,0.999984,0.999935,0.999987,1.00009,0.999971,1.00012,1.00041,1.00002,0.999953,0.999984,0.999479,1,0.999998,0.999958,1.00003,0.999945,1.00006,0.999952,0.999992,0.999796,1.00014,0.999817,0.999801,0.999841,
6.71089e+06,1,1.00003,0.999952,0.999985,1.00005,0.999965,1.00012,1.00049,1.00005,0.999922,0.999964,0.999585,0.999984,0.999975,0.999951,0.999999,0.999935,1.00009,0.999964,0.999966,0.99982,1.00012,0.999847,0.999814,0.999839,
7.13032e+06,0.999974,1.00018,0.999979,0.999984,0.999989,0.999983,1.00011,1.00035,1.00006,0.99994,0.999984,0.999772,0.999952,0.999959,1.00005,0.999996,0.999883,1.00008,0.999983,0.999862,0.999929,1.0001,0.999961,0.999902,0.999865,
7.54975e+06,0.999957,1.00028,0.999995,0.999994,0.99994,0.999995,1.00009,1.00009,1.00006,0.999991,1.00003,1.00001,0.999947,0.999958,1.0001,1.00003,0.999859,1.00004,0.999993,0.999872,0.999918,0.99999,1.00004,1.00005,0.999914,
7.96918e+06,0.999969,1.00025,1,1.00001,0.999929,0.999991,1.00005,0.999922,1.00003,1.00002,1.00008,1.00009,0.999966,0.999977,1.00009,1.00003,0.999814,1.00001,1.00001,0.999907,0.999878,0.999975,1.00003,1.00011,0.999925,
8.38861e+06,0.999983,1.00011,0.999999,1.00001,0.999959,0.999987,1.00003,0.99993,0.999978,1.00003,1.00007,1.00005,0.999983,0.999995,1.00004,1.00003,0.999838,0.999988,1.00003,0.99994,0.999949,0.99998,0.999988,1.00005,0.999929,
8.80804e+06,0.999999,1.00003,1,1,0.999967,1,1.00001,0.999964,1.00001,1,1.00002,1.00001,0.999994,0.999989,1,0.999994,0.999936,0.999986,1.00001,0.999957,1.00001,0.999994,0.99998,0.999991,0.999953,
9.22747e+06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
